Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Dry_F1,Dry_Precision,Dry_Recall,Dry_PR_AUC,Wet_F1,Wet_Precision,Wet_Recall,Wet_PR_AUC
SGD,0.9572102362940133,0.9576048882121122,0.9572192513368984,0.9572192513368984,0.9931395411973518,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_detail_lvl5_std', 'mfcc_1', 'spec_kurtosis', 'wav_detail_lvl4_std']",0.9565891472868217,0.970889063729347,0.9427043544690603,0.9941538504287181,0.9578313253012049,0.9443207126948775,0.9717341482047365,0.9931395411973518
SGD,0.9572102362940133,0.9576048882121122,0.9572192513368984,0.9572192513368984,0.992672012865275,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_detail_lvl5_std', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.9565891472868217,0.970889063729347,0.9427043544690603,0.9937598003633057,0.9578313253012049,0.9443207126948775,0.9717341482047365,0.992672012865275
SGD,0.9572102362940133,0.9576048882121122,0.9572192513368984,0.9572192513368984,0.9952353694554157,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_approx_std', 'wav_detail_lvl4_std']",0.9578313253012049,0.9443207126948775,0.9717341482047365,0.995731136893668,0.9565891472868217,0.970889063729347,0.9427043544690603,0.9952353694554157
SGD,0.9572082379862701,0.9576904359774425,0.9572192513368984,0.9572192513368984,0.9942049944453264,"{'alpha': [0.001], 'penalty': ['l2']}","['mfcc_mean', 'wav_approx_std', 'spec_skew', 'wav_detail_lvl3_std']",0.9565217391304348,0.9723756906077348,0.9411764705882353,0.994973131938274,0.9578947368421052,0.9430051813471503,0.9732620320855615,0.9942049944453264
SGD,0.9571996681257688,0.9580575848732273,0.9572192513368984,0.9572192513368984,0.9940739712936358,"{'alpha': [0.001], 'penalty': ['l2']}","['mfcc_mean', 'spec_kurtosis', 'wav_detail_lvl4_std']",0.9562841530054644,0.9776536312849162,0.9358288770053476,0.9949598402505356,0.9581151832460733,0.9384615384615385,0.9786096256684492,0.9940739712936358
SGD,0.9568333440580952,0.95700397464819,0.9568372803666921,0.9568372803666921,0.993348947378936,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_approx_std', 'spec_skew', 'spec_kurtosis', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.956421133821828,0.9657320872274143,0.9472880061115355,0.9942481042775647,0.9572455542943624,0.9482758620689655,0.9663865546218487,0.993348947378936
SGD,0.9568319835028993,0.9570616124813154,0.9568372803666921,0.9568372803666921,0.9927572351496212,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_approx_std', 'mfcc_1', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.9563538045577443,0.9671875,0.9457601222307105,0.9936021645594255,0.9573101624480544,0.9469357249626308,0.9679144385026738,0.9927572351496212
SGD,0.9568312276018417,0.9570936397823091,0.9568372803666921,0.9568372803666921,0.9907622114872389,"{'alpha': [0.001], 'penalty': ['l2']}","['spec_skew', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.9563200618477,0.9679186228482003,0.944996180290298,0.9922151818959238,0.9573423933559834,0.9462686567164179,0.9686783804430863,0.9907622114872389
SGD,0.9568304212782008,0.9571278071843363,0.9568372803666921,0.9568372803666921,0.991398651728622,"{'alpha': [0.001], 'penalty': ['l2']}","['spec_skew', 'mfcc_1', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.9562862669245648,0.9686520376175548,0.9442322383498855,0.9927313283501202,0.957374575631837,0.9456035767511177,0.9694423223834988,0.991398651728622
SGD,0.9568304212782008,0.9571278071843363,0.9568372803666921,0.9568372803666921,0.990216301607237,"{'alpha': [0.001], 'penalty': ['l2']}","['spec_skew', 'mfcc_var']",0.9562862669245648,0.9686520376175548,0.9442322383498855,0.9919580267499913,0.957374575631837,0.9456035767511177,0.9694423223834988,0.990216301607237
SGD,0.9568304212782008,0.9571278071843363,0.9568372803666921,0.9568372803666921,0.9929560384270759,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_approx_std', 'mfcc_1', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.9562862669245648,0.9686520376175548,0.9442322383498855,0.9938266742706359,0.957374575631837,0.9456035767511177,0.9694423223834988,0.9929560384270759
SGD,0.9568295645263275,0.9571641156462585,0.9568372803666921,0.9568372803666921,0.9906585906820535,"{'alpha': [0.001], 'penalty': ['l2']}","['spec_skew', 'mfcc_1', 'spec_kurtosis']",0.9562524196670538,0.9693877551020408,0.9434682964094728,0.9922539747526794,0.9574067093856012,0.9449404761904762,0.9702062643239114,0.9906585906820535
SGD,0.9568286573402183,0.9572025661872587,0.9568372803666921,0.9568372803666921,0.9927656789617578,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_approx_std', 'spec_kurtosis', 'mfcc_var']",0.9562185199535064,0.970125786163522,0.9427043544690603,0.9936768080241202,0.9574387947269303,0.9442793462109955,0.970970206264324,0.9927656789617578
SGD,0.9568286573402183,0.9572025661872587,0.9568372803666921,0.9568372803666921,0.9925941298624005,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_detail_lvl5_std', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.9562185199535064,0.970125786163522,0.9427043544690603,0.9936437600396721,0.9574387947269303,0.9442793462109955,0.970970206264324,0.9925941298624005
SGD,0.9568276997135166,0.9572431598869133,0.9568372803666921,0.9568372803666921,0.9928177782196983,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_detail_lvl5_std', 'spec_kurtosis', 'mfcc_var']",0.9561845676618844,0.9708661417322835,0.9419404125286478,0.9938117075264873,0.9574708317651487,0.9436201780415431,0.9717341482047365,0.9928177782196983
SGD,0.9568276997135166,0.9572431598869133,0.9568372803666921,0.9568372803666921,0.9929051893973022,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_detail_lvl5_std', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl4_std']",0.9561845676618844,0.9708661417322835,0.9419404125286478,0.9939199906422511,0.9574708317651487,0.9436201780415431,0.9717341482047365,0.9929051893973022
SGD,0.9568256331111379,0.957330781382914,0.9568372803666921,0.9568372803666921,0.9937493761887131,"{'alpha': [0.001], 'penalty': ['l2']}","['mfcc_mean', 'spec_skew', 'wav_detail_lvl3_std']",0.9561165048543689,0.9723538704581358,0.9404125286478228,0.9947200558590855,0.9575347613679068,0.9423076923076923,0.9732620320855615,0.9937493761887131
RF,0.9568138345681143,0.9578315085158151,0.9568372803666921,0.9568372803666921,0.992495946844438,"{'n_estimators': [100], 'max_depth': [10]}","['spec_skew', 'mfcc_1', 'spec_kurtosis', 'mfcc_var']",0.9558075870160344,0.9791666666666666,0.93353705118411,0.9899289998290168,0.9578200821201941,0.9364963503649635,0.9801375095492743,0.992495946844438
SGD,0.9564470740276577,0.9568008129962592,0.9564553093964858,0.9564553093964858,0.9910886930568789,"{'alpha': [0.001], 'penalty': ['l2']}","['mfcc_1', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl4_std']",0.9558481797056545,0.969363707776905,0.9427043544690603,0.9925232234075705,0.9570459683496609,0.9442379182156134,0.9702062643239114,0.9910886930568789
