Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
XGB,0.6832023093259636,0.6543298277201117,0.7525578043309538,0.6722689075630253,0.801593165315633,"{'max_depth': [5], 'learning_rate': [0.1]}","['wav_detail_lvl5_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.7505827505827506,0.7318181818181818,0.7703349282296651,0.8517348976085171,0.6999059266227657,0.6424870466321243,0.768595041322314,0.7230186934985309,0.6069958847736625,0.7177615571776156,0.5258467023172906,0.6869685071025255,0.6753246753246753,0.5252525252525253,0.9454545454545454,0.9446505630529581
XGB,0.6815467681943363,0.6546591867024665,0.7515823162670896,0.6722689075630253,0.7640472679761023,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'wav_approx_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.7149321266968326,0.6781115879828327,0.7559808612440191,0.7628675358022436,0.7162534435261708,0.6446280991735537,0.8057851239669421,0.7155348516226798,0.5970149253731343,0.7427055702917772,0.49910873440285203,0.6758681339062954,0.697986577181208,0.5531914893617021,0.9454545454545454,0.9019185505731906
XGB,0.6806704051510858,0.6560127236876275,0.7321906796646453,0.6669213139801375,0.7353071279782024,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'spec_skew', 'NDSI', 'spec_kurtosis']",0.6773455377574371,0.6491228070175439,0.7081339712918661,0.6958647100312396,0.7100371747211895,0.6452702702702703,0.7892561983471075,0.6930649864269013,0.6053719008264463,0.7199017199017199,0.5222816399286988,0.6411221463798035,0.7299270072992701,0.6097560975609756,0.9090909090909091,0.9111766690748652
XGB,0.6790973496048995,0.6524928215163084,0.7513269835990073,0.6737967914438503,0.7851554005691306,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.7188940092165899,0.6933333333333334,0.7464114832535885,0.7864155501608545,0.7247706422018348,0.6518151815181518,0.8161157024793388,0.7201425397689037,0.5929861849096706,0.7342105263157894,0.49732620320855614,0.6969492990706857,0.6797385620915033,0.5306122448979592,0.9454545454545454,0.9371142132760785
XGB,0.6789732258412193,0.6532002676353257,0.7316021885048061,0.6676852559205501,0.740781720823823,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'NDSI', 'spec_kurtosis']",0.6758620689655173,0.6504424778761062,0.7033492822966507,0.718336345320424,0.7085285848172446,0.6483704974271012,0.78099173553719,0.6847725110032032,0.6120777891504606,0.71875,0.5329768270944741,0.642995089286113,0.7194244604316546,0.5952380952380952,0.9090909090909091,0.9170229376855517
XGB,0.6788962686661845,0.6546211800306422,0.7510486230159745,0.6768525592055004,0.7602626104577807,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_approx_std', 'mfcc_1', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.7395348837209302,0.7194570135746606,0.7607655502392344,0.7801296332054731,0.717948717948718,0.6447368421052632,0.8099173553719008,0.7035384146577272,0.6042553191489362,0.7493403693931399,0.5062388591800356,0.6832184332025506,0.6538461538461539,0.504950495049505,0.9272727272727272,0.8741639607653718
XGB,0.6786549270564617,0.6511774412347922,0.7339105237571323,0.6546982429335371,0.7615607152613966,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'wav_approx_std', 'NDSI', 'spec_kurtosis']",0.6818181818181818,0.6493506493506493,0.7177033492822966,0.7639611593206161,0.6909430438842203,0.6303236797274276,0.7644628099173554,0.6660377337957717,0.5882352941176471,0.6985294117647058,0.5080213903743316,0.675280611281075,0.7536231884057971,0.6265060240963856,0.9454545454545454,0.9409633566481237
XGB,0.6781502269539861,0.6501167825968358,0.7479277008759136,0.6753246753246753,0.7550336515758237,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'spec_skew', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.6772009029345373,0.6410256410256411,0.7177033492822966,0.7014627244933334,0.7363552266419982,0.6666666666666666,0.8223140495867769,0.7440236308468894,0.6010582010582011,0.7395833333333334,0.5062388591800356,0.6654527102448353,0.697986577181208,0.5531914893617021,0.9454545454545454,0.9091955407182364
XGB,0.678122695211602,0.6512110269579574,0.7530833951675494,0.6722689075630253,0.7779412367241758,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'mfcc_1', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.7256235827664399,0.6896551724137931,0.7655502392344498,0.7744816559857152,0.7162534435261708,0.6446280991735537,0.8057851239669421,0.726813826126033,0.5952890792291221,0.7453083109919572,0.49554367201426025,0.6897139148226757,0.6753246753246753,0.5252525252525253,0.9454545454545454,0.9207555499622797
XGB,0.6779918287130005,0.6479333229073281,0.7445412114389035,0.6638655462184874,0.7618689807359367,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.6887417218543046,0.639344262295082,0.7464114832535885,0.7350833772488251,0.7121495327102804,0.6501706484641638,0.7871900826446281,0.7268426693935215,0.5888538380651945,0.717948717948718,0.49910873440285203,0.6634696197363865,0.7222222222222222,0.5842696629213483,0.9454545454545454,0.9220802565650141
XGB,0.6776711334157409,0.6486606914445336,0.7342915504609847,0.6569900687547746,0.7714380575807849,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl4_std']",0.6952595936794582,0.6581196581196581,0.7368421052631579,0.7730017123430478,0.6999059266227657,0.6424870466321243,0.768595041322314,0.7206851884306233,0.5817060637204522,0.6868932038834952,0.5044563279857398,0.6623261441115637,0.7338129496402878,0.6071428571428571,0.9272727272727272,0.9297391854379046
XGB,0.6771995440545284,0.6496059902106993,0.7522619595902736,0.6722689075630253,0.774762407806678,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.724373576309795,0.691304347826087,0.7607655502392344,0.7607867862291775,0.7177121771217713,0.6483333333333333,0.8037190082644629,0.724015777912953,0.5957446808510638,0.7387862796833773,0.49910873440285203,0.6967365267771006,0.6709677419354839,0.52,0.9454545454545454,0.9175105403074809
XGB,0.6771696449155521,0.6530259674209563,0.7482491321887607,0.6684491978609626,0.7804092540785065,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.7440758293838863,0.7370892018779343,0.7511961722488039,0.776379844976497,0.7044830741079597,0.632183908045977,0.7954545454545454,0.7290118428993283,0.5934530095036958,0.727979274611399,0.5008912655971479,0.6892284755944342,0.6666666666666666,0.5148514851485149,0.9454545454545454,0.9270168528437662
XGB,0.677154161873021,0.6475932731835001,0.7359233341009305,0.6501145912910619,0.7689246351969214,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'wav_approx_std', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl4_std']",0.7008928571428571,0.6569037656903766,0.7511961722488039,0.7794155133201659,0.67981220657277,0.6230636833046471,0.7479338842975206,0.6767173808669152,0.5797101449275363,0.691358024691358,0.49910873440285203,0.6702830920341359,0.7482014388489209,0.6190476190476191,0.9454545454545454,0.9492825545664689
XGB,0.6771392674892791,0.6485517147958211,0.7514768782676184,0.6692131398013751,0.7949831254705929,"{'max_depth': [5], 'learning_rate': [0.1]}","['wav_detail_lvl5_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.7306791569086651,0.7155963302752294,0.7464114832535885,0.8335914684838892,0.7053320860617399,0.6444444444444445,0.7789256198347108,0.7217845845963337,0.6016597510373444,0.7196029776674938,0.5169340463458111,0.6781448084025026,0.6708860759493671,0.5145631067961165,0.9636363636363636,0.9464116403996461
XGB,0.677087924829387,0.6482818888122909,0.7510536337196905,0.666157372039725,0.7941850496360583,"{'max_depth': [5], 'learning_rate': [0.1]}","['wav_detail_lvl5_std', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.7383177570093458,0.7214611872146118,0.7559808612440191,0.840436287219737,0.7002801120448179,0.6388415672913118,0.7747933884297521,0.7143683470463288,0.5945945945945946,0.713216957605985,0.5098039215686274,0.6778133327375928,0.6751592356687898,0.5196078431372549,0.9636363636363636,0.9441222315405746
XGB,0.6769266605377338,0.6511945812360571,0.7396107855930542,0.6699770817417876,0.7465184861278957,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_approx_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.6936936936936937,0.6553191489361702,0.7368421052631579,0.7370221003656201,0.7296058661778185,0.6556836902800659,0.8223140495867769,0.7336224223343263,0.5851063829787234,0.7255936675461742,0.49019607843137253,0.6557714694481216,0.6993006993006993,0.5681818181818182,0.9090909090909091,0.8596579523635147
XGB,0.6764548997095658,0.6493980321331987,0.7391205895146227,0.6577540106951871,0.7631686231429715,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'wav_approx_std', 'spec_skew', 'NDSI', 'spec_kurtosis']",0.6968325791855203,0.6609442060085837,0.7368421052631579,0.7622610333905315,0.6937269372693727,0.6266666666666667,0.7768595041322314,0.6712448270215206,0.5879873551106428,0.7190721649484536,0.49732620320855614,0.6832684932689347,0.7272727272727273,0.5909090909090909,0.9454545454545454,0.9359001388908992
XGB,0.6755150841015243,0.6516045006894935,0.7458578537983266,0.6653934300993124,0.772496459361535,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.7358490566037735,0.7255813953488373,0.7464114832535885,0.766157344378564,0.7042766151046406,0.6292682926829268,0.7995867768595041,0.7166534093348769,0.5866099893730075,0.7263157894736842,0.4919786096256685,0.6952462888758635,0.6753246753246753,0.5252525252525253,0.9454545454545454,0.9119287948568355
XGB,0.6752690691269432,0.648125,0.7486462571109348,0.6669213139801375,0.7764709732889808,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'spec_skew', 'mfcc_1', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.7327188940092166,0.7066666666666667,0.7607655502392344,0.7572156642531371,0.7047970479704797,0.6366666666666667,0.7892561983471075,0.7272235454930662,0.5925925925925926,0.7291666666666666,0.49910873440285203,0.7016130291365277,0.6709677419354839,0.52,0.9454545454545454,0.9198316542731922
XGB,0.6751608652555492,0.6450577039603309,0.7415875615143839,0.666157372039725,0.761991243960988,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.6787330316742082,0.6437768240343348,0.7177033492822966,0.729882511393137,0.7204502814258912,0.6597938144329897,0.7933884297520661,0.7495394945333134,0.5939771547248183,0.7114427860696517,0.5098039215686274,0.6347451451266399,0.7074829931972789,0.5652173913043478,0.9454545454545454,0.9337978247908619
XGB,0.6747733875692928,0.6505821744724466,0.7531271055616678,0.6692131398013751,0.7589105190995742,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_approx_std', 'mfcc_var', 'wav_detail_lvl3_std']",0.7459954233409611,0.7149122807017544,0.7799043062200957,0.7695400230973807,0.7000911577028259,0.6264274061990212,0.7933884297520661,0.6801461288751228,0.5989189189189189,0.760989010989011,0.49376114081996436,0.6915201483623012,0.6540880503144654,0.5,0.9454545454545454,0.8944357760634921
XGB,0.6747442467587159,0.6482770776656975,0.7493998882719682,0.6730328495034378,0.7631354121441147,"{'max_depth': [5], 'learning_rate': [0.1]}","['NDSI', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.7470997679814385,0.7252252252252253,0.7703349282296651,0.8249848943698186,0.7057728119180633,0.6423728813559322,0.7830578512396694,0.7372237504002722,0.608604407135362,0.7397959183673469,0.5169340463458111,0.6926528294523415,0.6375,0.4857142857142857,0.9272727272727272,0.7976801743540272
XGB,0.6747324989916424,0.6463050092843685,0.7373955214969851,0.6669213139801375,0.759127632826845,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_approx_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.6788154897494305,0.6478260869565218,0.7129186602870813,0.7515921573176221,0.7226890756302521,0.6592844974446337,0.7995867768595041,0.729005634933552,0.5939771547248183,0.7114427860696517,0.5098039215686274,0.6671609698321439,0.7034482758620689,0.5666666666666667,0.9272727272727272,0.8887517692240622
XGB,0.6744020286247394,0.6478767750846787,0.7323741567092257,0.6562261268143621,0.7591442094834321,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'NDSI', 'spec_kurtosis']",0.6651982378854625,0.6163265306122448,0.722488038277512,0.7583229656745661,0.7086031452358927,0.6415410385259631,0.7913223140495868,0.6912094555835586,0.5792811839323467,0.7116883116883117,0.48841354723707664,0.6551776537389145,0.7445255474452555,0.6219512195121951,0.9272727272727272,0.9318667629366887
XGB,0.6742218999764465,0.6471075847870137,0.750664931044188,0.666157372039725,0.7806997020671756,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'mfcc_1', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.7330316742081447,0.6952789699570815,0.7751196172248804,0.7749342191098834,0.7064220183486238,0.6353135313531353,0.7954545454545454,0.7323219948707821,0.5864661654135338,0.7378378378378379,0.48663101604278075,0.69242791637894,0.6709677419354839,0.52,0.9454545454545454,0.9231146779090974
XGB,0.6738187080733427,0.6485375817108764,0.72730737575587,0.6493506493506493,0.7727105599465148,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'spec_skew', 'NDSI', 'spec_kurtosis', 'mfcc_var']",0.7042889390519187,0.6666666666666666,0.7464114832535885,0.7863148749855643,0.687557603686636,0.6206322795341098,0.7706611570247934,0.7120900217242918,0.5681341719077568,0.6895674300254453,0.483065953654189,0.6565068295218095,0.7352941176470589,0.6172839506172839,0.9090909090909091,0.935930513554394
XGB,0.6731447290871541,0.6429589217680493,0.7420342604201315,0.6653934300993124,0.7649812315416287,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_detail_lvl5_std', 'spec_skew', 'NDSI', 'spec_kurtosis', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.6771300448430493,0.6371308016877637,0.722488038277512,0.7297367735499437,0.7221702525724977,0.6598290598290598,0.7975206611570248,0.7440920884159116,0.5905759162303665,0.7157360406091371,0.5026737967914439,0.6769283212037162,0.7027027027027027,0.5591397849462365,0.9454545454545454,0.9091677429969429
XGB,0.6727136072369964,0.6468885419883605,0.7448519816800143,0.6669213139801375,0.7615269634572004,"{'max_depth': [5], 'learning_rate': [0.1]}","['mfcc_mean', 'wav_approx_std', 'spec_skew', 'mfcc_1', 'NDSI', 'spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std']",0.7116279069767442,0.6923076923076923,0.7320574162679426,0.7833508383664245,0.717291857273559,0.6436781609195402,0.8099173553719008,0.6983721665722731,0.5866099893730075,0.7263157894736842,0.4919786096256685,0.685097914254035,0.6753246753246753,0.5252525252525253,0.9454545454545454,0.8792869346360692
