Algorithm,F1_Macro_Global,F1_Dry,F1_Macro_Wet,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hyperparameters,Features_List,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,No Rain_F1,No Rain_Precision,No Rain_Recall,No Rain_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
XGB,0.4726333547767306,0.7333049766056997,0.40746544931948825,0.44414383467088275,0.5906212785244589,0.5450725744843392,0.5092848614373404,"{'max_depth': [5], 'learning_rate': [0.1]}",['psd_mean'],0.3782051282051282,0.28433734939759037,0.5645933014354066,0.3747073640505871,0.35974304068522484,0.37333333333333335,0.34710743801652894,0. third_party_packages
