Algorithm,F1_Macro_Global,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Best_Hyperparameters,Features_List,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,No Rain_F1,No Rain_Precision,No Rain_Recall,No Rain_PR_AUC
SGD,0.9093285800764305,0.8882661637124386,0.940778528317228,0.9377387318563789,0.9219898962727745,"{'alpha': 0.0001, 'penalty': 'l2', 'loss': 'log_loss', 'class_weight': 'balanced'}","['mfcc_mean', 'NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_std', 'mfcc_2']",0.8308702791461412,0.7333333333333333,0.9583333333333334,0.8158427606055694,0.920371275036639,0.9401197604790419,0.9014354066985646,0.9519740642092799,0.9767441860465116,0.991345397324941,0.9625668449197861,0.9981528640034741
SGD,0.9090763650489014,0.8881571695091441,0.9403441759478911,0.9385026737967914,0.9171580256623991,"{'alpha': 0.0001, 'penalty': 'elasticnet', 'loss': 'log_loss', 'class_weight': 'balanced'}","['mfcc_mean', 'NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_std', 'mfcc_2']",0.8275862068965517,0.7304347826086957,0.9545454545454546,0.8025434906508029,0.9213483146067416,0.9411177644710579,0.9023923444976076,0.9507072201755463,0.9782945736434109,0.992918961447679,0.9640947288006112,0.9982233661608481
SGD,0.9089264960040614,0.8880519116838418,0.9397088979132322,0.9373567608861727,0.9223049007255811,"{'alpha': 0.0001, 'penalty': 'elasticnet', 'loss': 'log_loss', 'class_weight': 'balanced'}","['NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_std', 'mfcc_2']",0.8303130148270181,0.7346938775510204,0.9545454545454546,0.8173645992556502,0.9201557935735151,0.9365708622398414,0.9043062200956937,0.9514231144147918,0.9763106796116505,0.9928909952606635,0.9602750190985485,0.9981269885063011
SGD,0.9068340479796252,0.8860802471612664,0.937679649212157,0.9362108479755539,0.9222138211440419,"{'alpha': 0.0001, 'penalty': 'elasticnet', 'loss': 'log_loss', 'class_weight': 'balanced'}","['mfcc_mean', 'NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_2']",0.8256578947368421,0.7296511627906976,0.9507575757575758,0.8171329836792356,0.9184968277208394,0.9372509960159362,0.9004784688995215,0.9513680899915937,0.9763474214811942,0.9913385826771653,0.9618029029793735,0.9981403897612967
SGD,0.905637509748717,0.8854980992694635,0.9349640813263104,0.935064935064935,0.9273612397312311,"{'alpha': 0.0001, 'penalty': 'elasticnet', 'loss': 'log_loss', 'class_weight': 'balanced'}","['spec_skew', 'NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_std', 'wav_approx_std', 'mfcc_2']",0.8245033112582781,0.7323529411764705,0.9431818181818182,0.8407537034787121,0.9172346640701071,0.933597621407334,0.9014354066985646,0.943513584115587,0.9751745539177658,0.9905437352245863,0.9602750190985485,0.9978164315993941
SGD,0.9055794658265522,0.8846326190639067,0.9370416906794615,0.9354469060351414,0.9179130293491999,"{'alpha': 0.0001, 'penalty': 'elasticnet', 'loss': 'log_loss', 'class_weight': 'balanced'}","['mfcc_mean', 'NDSI', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_std', 'mfcc_2']",0.8229508196721311,0.7254335260115607,0.9507575757575758,0.8049588908057267,0.9174401563263312,0.937125748502994,0.8985645933014355,0.9506150041926862,0.9763474214811942,0.9913385826771653,0.9618029029793735,0.9981651930491872
SGD,0.9051243182004262,0.8863920763798111,0.9317093982728658,0.9373567608861727,0.9277911808655094,"{'alpha': 0.0001, 'penalty': 'l2', 'loss': 'log_loss', 'class_weight': 'balanced'}","['NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_std', 'wav_approx_std', 'mfcc_2']",0.8160535117056856,0.7305389221556886,0.9242424242424242,0.8344166898143031,0.9202334630350194,0.9357072205736894,0.9052631578947369,0.9509341797479871,0.9790859798605732,0.992930086410055,0.9656226126814362,0.9980226730342381
SGD,0.9045372893714155,0.8832937589885539,0.9371676740871787,0.9358288770053476,0.9295213909309266,"{'alpha': 0.0001, 'penalty': 'l2', 'loss': 'log_loss', 'class_weight': 'balanced'}","['spec_skew', 'spec_kurtosis', 'NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_std', 'wav_approx_std', 'mfcc_2']",0.8175895765472313,0.7171428571428572,0.9507575757575758,0.8405804488396409,0.9177277179236043,0.9398194583751254,0.8966507177033493,0.9500181007409141,0.9782945736434109,0.992918961447679,0.9640947288006112,0.9979656232122246
SGD,0.9040256676333741,0.882853213809383,0.9356557615071547,0.9343009931245225,0.9166428304310946,"{'alpha': 0.0001, 'penalty': 'l2', 'loss': 'log_loss', 'class_weight': 'balanced'}","['NDSI', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_std', 'mfcc_2']",0.819672131147541,0.7225433526011561,0.946969696969697,0.8066232113411428,0.9165858389912707,0.9292035398230089,0.9043062200956937,0.945108908465662,0.9758190327613104,0.9968127490039841,0.9556913674560733,0.9981963714864791
SGD,0.903774221292814,0.8858351630014568,0.9282703192919911,0.9323911382734912,0.9222687669510479,"{'alpha': 0.0001, 'penalty': 'l2', 'loss': 'log_loss', 'class_weight': 'balanced'}","['spec_skew', 'mfcc_1', 'wav_detail_lvl5_std', 'mfcc_var', 'mfcc_std', 'wav_approx_std', 'mfcc_2']",0.8257191201353637,0.746177370030581,0.9242424242424242,0.8346114958454698,0.9142857142857143,0.9254901960784314,0.9033492822966507,0.9352006822657105,0.9713178294573643,0.985837922895358,0.9572192513368984,0.9969941227419633
