Algorithm,F1_Macro_Global,F1_Dry,F1_Macro_Wet,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hyperparameters,Features_List,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,No Rain_F1,No Rain_Precision,No Rain_Recall,No Rain_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
RF,0.4796608348528257,0.7031175059952038,0.4237966670672311,0.4640427223528275,0.6055280763893205,0.5317035905271199,0.4899208632680165,"{'n_estimators': [100], 'max_depth': [10]}",['psd_mean'],0.3714759535655058,0.28426395939086296,0.5358851674641149,0.3270781504870772,0.4243448858833474,0.3590844062947067,0.518595041322314,0.3455215094311036,0.4256816182937555,0.4201388888888889,
