Algoritmo,F1_Macro_Global,F1_Dry,F1_Macro_Wet,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,No Rain_F1,No Rain_Precision,No Rain_Recall,No Rain_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
LR,0.45262308295155884,0.8515433610975012,0.3528930134150733,0.47239648663318157,0.4732828282828283,0.6323006602336211,0.44393697694735523,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_std']",0.3359173126614987,0.5284552845528455,0.24621212121212122,0.40312393854718587,0.4172876304023845,0.41055718475073316,0.42424242424242425,0.43625332602573547,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.3780978141302054,0.8515433610975012,0.8268315889628924,0.8777777777777778,0.9258815160264179,0.20382165605095542,0.1415929203539823,0.36363636363636365,0.07632829000723156
LR,0.4500227477715744,0.8642335766423358,0.34647004055388403,0.4687950021220123,0.44322580645161286,0.6485525647536821,0.45295088017266527,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mfcc_1', 'mfcc_std', 'mfcc_5']",0.45558086560364464,0.5714285714285714,0.3787878787878788,0.4127846821748528,0.424886191198786,0.425531914893617,0.42424242424242425,0.4477817625552087,0.4461538461538462,0.4692556634304207,0.4252199413489736,0.3848723174572718,0.8642335766423358,0.8338028169014085,0.896969696969697,0.9444746362586541,0.05925925925925926,0.04395604395604396,0.09090909090909091,0.07484100241733911
LR,0.44880816499761433,0.850293542074364,0.3484368207284269,0.4707989970181621,0.46841479309221246,0.6317927882173692,0.4415352191176707,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_1', 'mfcc_std']",0.328125,0.525,0.23863636363636365,0.3983758133091577,0.42342342342342343,0.41964285714285715,0.42727272727272725,0.434874192386337,0.4581497797356828,0.4588235294117647,0.4574780058651026,0.37380580833738364,0.850293542074364,0.8244781783681214,0.8777777777777778,0.9254599741591168,0.18404907975460122,0.12605042016806722,0.3409090909090909,0.07516030739635811
LR,0.4487013460447839,0.8642578125,0.34481222943097983,0.47273298630373467,0.47679374389051804,0.6389029964448959,0.4418872758981013,{'C': [1.0]},"['mfcc_6', 'mfcc_1', 'mfcc_std']",0.289544235924933,0.4954128440366973,0.20454545454545456,0.38389634541390544,0.42923794712286156,0.44089456869009586,0.41818181818181815,0.4475503850883489,0.47467438494934877,0.4685714285714286,0.4809384164222874,0.3762695511047332,0.8642578125,0.8364839319470699,0.8939393939393939,0.9242542268458429,0.18579234972677597,0.1223021582733813,0.38636363636363635,0.07746587103767567
LR,0.4482025050790684,0.8696073679108095,0.34285128937113307,0.47814330033603064,0.4575366568914956,0.6455053326561706,0.43704369868767434,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mae', 'mfcc_5']",0.3324396782841823,0.5688073394495413,0.23484848484848486,0.41399017005335287,0.4343891402714932,0.43243243243243246,0.43636363636363634,0.36204882434828184,0.45179856115107914,0.4435028248587571,0.4604105571847507,0.3804603256401446,0.8696073679108095,0.8359739049394221,0.906060606060606,0.9408753309301857,0.1527777777777778,0.11,0.25,0.08784384246640684
LR,0.4479228055337622,0.8691860465116279,0.34260699528929583,0.47959067180668746,0.4526881720430107,0.6475368207211782,0.4346819050763512,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'rms_mean', 'mae', 'mfcc_5']",0.35013262599469497,0.584070796460177,0.25,0.3999665484685517,0.43909774436090226,0.43582089552238806,0.44242424242424244,0.3674777314057418,0.4570596797671033,0.45375722543352603,0.4604105571847507,0.38324450216732353,0.8691860465116279,0.835195530726257,0.906060606060606,0.940698944493592,0.12413793103448276,0.0891089108910891,0.20454545454545456,0.08202179884654683
LR,0.4472468999972037,0.8851978505129457,0.3377591623682682,0.46949494719281837,0.4468768328445748,0.654647028948705,0.45806678151652563,{'C': [1.0]},"['mfcc_6', 'mfcc_1', 'mfcc_std', 'mfcc_5']",0.36049382716049383,0.5177304964539007,0.2765151515151515,0.44491370155218657,0.459214501510574,0.4578313253012048,0.46060606060606063,0.44782877634217966,0.4523809523809524,0.459214501510574,0.44574780058651026,0.3835780463094087,0.8851978505129457,0.8571428571428571,0.9151515151515152,0.9389705586137179,0.07894736842105263,0.05555555555555555,0.13636363636363635,0.07504282476513507
LR,0.4469762124766953,0.8642335766423358,0.3426618714352851,0.4682277221203476,0.440307917888563,0.6470289487049263,0.45077398234691646,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mfcc_std', 'mfcc_5']",0.43559718969555034,0.5705521472392638,0.3522727272727273,0.4035926585201103,0.4264264264264264,0.4226190476190476,0.4303030303030303,0.44873919451917094,0.450229709035222,0.47115384615384615,0.4310850439882698,0.38368717530259283,0.8642335766423358,0.8338028169014085,0.896969696969697,0.9429153021033329,0.058394160583941604,0.043010752688172046,0.09090909090909091,0.07493558128937552
LR,0.4453628497676886,0.8691860465116279,0.33940705058170384,0.47551353501571986,0.452991202346041,0.6449974606399187,0.4364065977620323,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'rms_mean', 'mfcc_5']",0.3315508021390374,0.5636363636363636,0.23484848484848486,0.4131935921785663,0.4343891402714932,0.43243243243243246,0.43636363636363634,0.3624079974624143,0.45375722543352603,0.4472934472934473,0.4604105571847507,0.37964426973285076,0.8691860465116279,0.835195530726257,0.906060606060606,0.9410110644828845,0.13793103448275862,0.09900990099009901,0.22727272727272727,0.08577606495344556
LR,0.4450197154506602,0.8883471477328133,0.3341878573801219,0.4755095970284377,0.4503307266210491,0.6541391569324531,0.45866098182862336,{'C': [1.0]},"['mfcc_6', 'mfcc_std', 'mfcc_5']",0.32275132275132273,0.5350877192982456,0.23106060606060605,0.44544722904305256,0.4693572496263079,0.4631268436578171,0.47575757575757577,0.4672610448724416,0.4494047619047619,0.4561933534743202,0.44281524926686217,0.37792614352133236,0.8883471477328133,0.8586239396795476,0.9202020202020202,0.926657817836647,0.09523809523809523,0.06451612903225806,0.18181818181818182,0.0760126738696431
LR,0.44421405730041813,0.8883471477328133,0.33318078469231927,0.47724684883127366,0.45758390355164547,0.6510919248349416,0.45618788019723305,{'C': [1.0]},"['mfcc_6', 'mfcc_1', 'mfcc_5']",0.3005464480874317,0.5392156862745098,0.20833333333333334,0.4396098381554929,0.4594594594594595,0.45535714285714285,0.4636363636363636,0.4615389276057186,0.4477172312223859,0.44970414201183434,0.44574780058651026,0.3772380688383205,0.8883471477328133,0.8586239396795476,0.9202020202020202,0.9267882966005453,0.125,0.08333333333333333,0.25,0.07576426978608794
LR,0.4435727039399214,0.8737864077669902,0.3360192779831541,0.47009954090635714,0.45905180840664705,0.6419502285424074,0.43595731911053537,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'rms_mean', 'mfcc_5']",0.3027027027027027,0.5283018867924528,0.21212121212121213,0.4139984122600263,0.42201834862385323,0.42592592592592593,0.41818181818181815,0.3653972149005434,0.4460227272727273,0.4325068870523416,0.4604105571847507,0.3689787083762882,0.8737864077669902,0.8411214953271028,0.9090909090909091,0.9407088065086191,0.17333333333333334,0.12264150943396226,0.29545454545454547,0.09070345350719966
LR,0.44332616895232213,0.8702728578267114,0.3365894967337248,0.46640030463371146,0.45847996089931575,0.6414423565261554,0.43881902147427204,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mae']",0.2949061662198391,0.5045871559633027,0.20833333333333334,0.4003593081188373,0.38791732909379967,0.4080267558528428,0.3696969696969697,0.4140120117375986,0.4591549295774648,0.44173441734417346,0.4780058651026393,0.3751785282242853,0.8702728578267114,0.827115559599636,0.9181818181818182,0.9151074549510019,0.20437956204379562,0.15053763440860216,0.3181818181818182,0.0894378043396373
LR,0.4429788304499421,0.850293542074364,0.3411501525438366,0.4655047962754238,0.4640013033561421,0.6287455561198578,0.4414529116019616,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_1']",0.30687830687830686,0.5087719298245614,0.2196969696969697,0.39481975641658934,0.4161676646706587,0.41124260355029585,0.4212121212121212,0.4337817507832171,0.45973645680819913,0.4590643274853801,0.4604105571847507,0.37828479222245276,0.850293542074364,0.8244781783681214,0.8777777777777778,0.9252377528352789,0.18181818181818182,0.12396694214876033,0.3409090909090909,0.07514050575226999
LR,0.44291253915279877,0.8723098995695839,0.33556319904860243,0.4683006922621232,0.4612658846529814,0.6414423565261554,0.443614538511384,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.29649595687331537,0.514018691588785,0.20833333333333334,0.4101439157059501,0.3934959349593496,0.4245614035087719,0.36666666666666664,0.4191569792366906,0.4481792717086835,0.4289544235924933,0.46920821114369504,0.37562711579610214,0.8723098995695839,0.8283378746594006,0.9212121212121213,0.9294014938718244,0.20408163265306123,0.14563106796116504,0.3409090909090909,0.08374318794635292
LR,0.4424481080938973,0.8697318007662835,0.33562718492580074,0.4635713572225999,0.457691430433366,0.6404266124936516,0.4365414382223882,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'rms_mean']",0.2925531914893617,0.49107142857142855,0.20833333333333334,0.39922099023437607,0.3873015873015873,0.4066666666666667,0.3696969696969697,0.4097564642106738,0.4582743988684583,0.4426229508196721,0.4750733137829912,0.37076597743631373,0.8697318007662835,0.8269581056466302,0.9171717171717172,0.915137322479454,0.20437956204379562,0.15053763440860216,0.3181818181818182,0.08782643675112353
LR,0.44239656239191544,0.8642335766423358,0.3369373088293104,0.46661197386069625,0.43578201368523944,0.6439817166074149,0.44961675556960384,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mfcc_1', 'mfcc_5']",0.4172661870503597,0.5686274509803921,0.32954545454545453,0.4022733668550848,0.4281437125748503,0.4230769230769231,0.43333333333333335,0.4456431909794272,0.44716692189892804,0.46794871794871795,0.4281524926686217,0.3825431378407965,0.8642335766423358,0.8338028169014085,0.896969696969697,0.9427834289325134,0.05517241379310345,0.039603960396039604,0.09090909090909091,0.07484065324019706
LR,0.4420902375224788,0.8565815324165029,0.3384674137989728,0.4667160321455194,0.46194851743238835,0.6287455561198578,0.4408156687044739,{'C': [1.0]},"['mfcc_6', 'rms_mean']",0.29508196721311475,0.5294117647058824,0.20454545454545456,0.39274091063347283,0.3878787878787879,0.3878787878787879,0.3878787878787879,0.43825834836249977,0.461118690313779,0.43112244897959184,0.49560117302052786,0.36554126322837044,0.8565815324165029,0.8336520076481836,0.8808080808080808,0.9221051240137121,0.2097902097902098,0.15151515151515152,0.3409090909090909,0.0854326972843146
LR,0.4420878083393511,0.8690591658583899,0.33534496895959137,0.47400914239294467,0.4483023786249592,0.6399187404773997,0.4458543957130483,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl4_std', 'mfcc_5']",0.35978835978835977,0.5964912280701754,0.25757575757575757,0.4220657272291603,0.4080370942812983,0.416403785488959,0.4,0.39852940715995816,0.4375,0.42424242424242425,0.45161290322580644,0.3855778560591563,0.8690591658583899,0.835820895522388,0.9050505050505051,0.9400105612659073,0.1360544217687075,0.0970873786407767,0.22727272727272727,0.08308842685105952
LR,0.4419301895260813,0.8527209186220669,0.3392325072520848,0.47073522774117843,0.4556924079504725,0.6297613001523616,0.4336858808193975,{'C': [1.0]},"['mfcc_3', 'mae', 'mfcc_5']",0.31521739130434784,0.5576923076923077,0.2196969696969697,0.42770139353410613,0.4649243466299862,0.4256926952141058,0.5121212121212121,0.4010479703275889,0.42712842712842713,0.42045454545454547,0.4340175953079179,0.3293956013749807,0.8527209186220669,0.843040473840079,0.8626262626262626,0.9236759061338977,0.14965986394557823,0.10679611650485436,0.25,0.08660853272641414
LR,0.44107235918197096,0.866601752677702,0.3346900108080383,0.468707308812572,0.45265721733463665,0.6394108684611478,0.44465394536643255,{'C': [1.0]},"['mfcc_6', 'wav_detail_lvl5_std', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_5']",0.31466666666666665,0.5315315315315315,0.22348484848484848,0.4098291073288565,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.423106868365666,0.4515195369030391,0.44571428571428573,0.4574780058651026,0.37332590700068047,0.866601752677702,0.8364661654135338,0.898989898989899,0.9405783634861388,0.13924050632911392,0.09649122807017543,0.25,0.07642948065082095
LR,0.4407554602772203,0.8671532846715329,0.3341560041786421,0.47400497257766033,0.44061094819159335,0.6409344845099035,0.450912453522158,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_std', 'mfcc_5']",0.3772609819121447,0.5934959349593496,0.2765151515151515,0.42953284438476064,0.43373493975903615,0.4311377245508982,0.43636363636363634,0.4309457517835682,0.4407796101949025,0.450920245398773,0.4310850439882698,0.3811093797633253,0.8671532846715329,0.8366197183098592,0.9,0.93915716234265,0.08484848484848485,0.05785123966942149,0.1590909090909091,0.073817129336486
LR,0.4405334572196861,0.8754241396025206,0.3318107866239775,0.45868094453323416,0.46156891495601177,0.6394108684611478,0.44731919940199677,{'C': [1.0]},"['mfcc_6', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.26273458445040215,0.44954128440366975,0.1856060606060606,0.41581456222009583,0.41904761904761906,0.44,0.4,0.4421407592423459,0.4413793103448276,0.4166666666666667,0.46920821114369504,0.3680401165339895,0.8754241396025206,0.8415657036346692,0.9121212121212121,0.931357868432527,0.20408163265306123,0.14563106796116504,0.3409090909090909,0.0792426905810257
LR,0.4400337445406586,0.85,0.3375421806758232,0.45319621726587866,0.452714239165852,0.6241747079735906,0.4347709514478047,{'C': [1.0]},"['mfcc_3', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std', 'mfcc_5']",0.33980582524271846,0.47297297297297297,0.26515151515151514,0.4055070147436651,0.4521497919556172,0.41687979539641945,0.49393939393939396,0.40247281577433897,0.41347626339969373,0.4326923076923077,0.39589442815249265,0.3556054231000473,0.85,0.8415841584158416,0.8585858585858586,0.9270385164085616,0.14473684210526316,0.10185185185185185,0.25,0.08323098721241037
LR,0.4399224031972824,0.8618951612903226,0.33442921367402234,0.4547011457631358,0.45003421309872926,0.6297613001523616,0.4417074392861654,{'C': [1.0]},"['wav_detail_lvl3_std', 'mfcc_1', 'mfcc_std', 'mfcc_5']",0.34515366430260047,0.4591194968553459,0.2765151515151515,0.3836565873002043,0.48391608391608393,0.44935064935064933,0.5242424242424243,0.43061532197861085,0.40752351097178685,0.4377104377104377,0.3812316715542522,0.41734507383613784,0.8618951612903226,0.8601609657947686,0.8636363636363636,0.9022005753451054,0.10112359550561797,0.06716417910447761,0.20454545454545456,0.07471963797076844
LR,0.4396713770860371,0.8580121703853956,0.3350861787611975,0.4553054833588033,0.45119745845552295,0.6256983240223464,0.41354741309454274,{'C': [1.0]},"['wav_detail_lvl4_std', 'mae', 'mfcc_5']",0.32663316582914576,0.48507462686567165,0.24621212121212122,0.3919824698585715,0.4738372093023256,0.4553072625698324,0.49393939393939396,0.4183950139739814,0.4038199181446112,0.37755102040816324,0.4340175953079179,0.29895314086983926,0.8580121703853956,0.8615071283095723,0.8545454545454545,0.8810959046541186,0.1360544217687075,0.0970873786407767,0.22727272727272727,0.07731053611620334
LR,0.4390182018399151,0.8723608445297505,0.33068254116745616,0.4647943729693661,0.45622678396871946,0.6399187404773997,0.44499485259577154,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mae']",0.28337874659400547,0.5048543689320388,0.19696969696969696,0.40601495619413097,0.3967741935483871,0.4241379310344828,0.37272727272727274,0.42704657287814646,0.44813278008298757,0.42408376963350786,0.4750733137829912,0.3774848029537901,0.8723608445297505,0.8308957952468007,0.9181818181818182,0.9213048536077795,0.19444444444444445,0.14,0.3181818181818182,0.09312307734501049
