Algoritmo,F1_Macro_Global,F1_Dry,F1_Macro_Wet,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,No Rain_F1,No Rain_Precision,No Rain_Recall,No Rain_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
LR,0.24740330289515294,0.6872322193658955,0.13744607377746734,0.2652457380474446,0.2515998696643858,0.473336719146775,0.3087944888200903,{'C': [1.0]},['psd_mean'],0.23809523809523808,0.32051282051282054,0.1893939393939394,0.35216072825859945,0.1486725663716814,0.17872340425531916,0.12727272727272726,0.2197284575650206,0.14396887159533073,0.2138728323699422,0.10850439882697947,0.22515429266707745,0.6872322193658955,0.5967261904761905,0.8101010101010101,0.689158267114931,0.01904761904761905,0.01639344262295082,0.022727272727272728,0.05777069849482319
