Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Melhores_Hiperparametros,Lista_Features,Dry_F1,Dry_Precision,Dry_Recall,Dry_PR_AUC,Wet_F1,Wet_Precision,Wet_Recall,Wet_PR_AUC
RF,0.9124246216861986,0.9161341304198447,0.9123935989104528,0.9126460132046724,0.9781782589297783,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_centroid', 'mfcc_8', 'ACI']",0.9168278529980658,0.8794063079777366,0.9575757575757575,0.9784191281188119,0.9080213903743316,0.9528619528619529,0.8672114402451481,0.9781782589297783
RF,0.9124155623829769,0.9162922343040454,0.9123879241856769,0.9126460132046724,0.9790544871571327,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_centroid', 'zcr_mean', 'mfcc_8', 'spec_rolloff', 'ACI']",0.9169082125603865,0.8787037037037037,0.9585858585858585,0.9793604319368474,0.9079229122055674,0.953880764904387,0.8661899897854954,0.9790544871571327
RF,0.91240631996259,0.9164539341109099,0.9123822494609011,0.9126460132046724,0.9772438758378503,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'mfcc_10', 'spec_centroid', 'zcr_mean', 'mfcc_8', 'ACI']",0.916988416988417,0.878003696857671,0.9595959595959596,0.9781846185158626,0.9078242229367631,0.9549041713641488,0.8651685393258427,0.9772438758378503
RF,0.9123872853065778,0.9167881552300565,0.9123709000113495,0.9126460132046724,0.9718153668856604,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_11', 'mfcc_10', 'mfcc_8']",0.9171483622350675,0.8766114180478821,0.9616161616161616,0.9669933458049236,0.907626208378088,0.956964892412231,0.8631256384065373,0.9718153668856604
RF,0.9123872853065778,0.9167881552300565,0.9123709000113495,0.9126460132046724,0.9774346883257369,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'mfcc_8']",0.9171483622350675,0.8766114180478821,0.9616161616161616,0.9772099181368842,0.907626208378088,0.956964892412231,0.8631256384065373,0.9774346883257369
RF,0.912377492833266,0.9169606938973092,0.9123652252865736,0.9126460132046724,0.9804209088401322,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'mfcc_10', 'mfcc_8', 'spec_rolloff', 'ACI']",0.917228103946102,0.8759191176470589,0.9626262626262626,0.9813489678085444,0.9075268817204301,0.9580022701475596,0.8621041879468846,0.9804209088401322
RF,0.9123675167674091,0.9171368631994239,0.9123595505617977,0.9126460132046724,0.9772281479445432,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_3', 'mfcc_11', 'mfcc_10', 'mfcc_8', 'spec_rolloff']",0.9173076923076923,0.8752293577981651,0.9636363636363636,0.9783102793666375,0.907427341227126,0.9590443686006825,0.8610827374872319,0.9772281479445432
RF,0.9123675167674091,0.9171368631994239,0.9123595505617977,0.9126460132046724,0.977514782700171,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_centroid', 'mfcc_8']",0.9173076923076923,0.8752293577981651,0.9636363636363636,0.9792135460031308,0.907427341227126,0.9590443686006825,0.8610827374872319,0.977514782700171
RF,0.912269449164836,0.9188873444948993,0.9123084780388151,0.9126460132046724,0.9798717515656132,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_3', 'mfcc_11', 'mfcc_10', 'zcr_mean', 'mfcc_8', 'spec_rolloff']",0.9180171591992373,0.8691335740072202,0.9727272727272728,0.9775631451112629,0.9065217391304348,0.9686411149825784,0.8518896833503575,0.9798717515656132
RF,0.9119017254885936,0.9158598353209824,0.9118771989558506,0.9121381411884205,0.9786108511275781,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_centroid', 'mfcc_8', 'spec_rolloff', 'ACI']",0.9164654756156446,0.877890841813136,0.9585858585858585,0.9797105555812373,0.9073379753615426,0.9538288288288288,0.8651685393258427,0.9786108511275781
