Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
RF,0.3883306031332829,0.38063584904664716,0.4200024437927664,0.4279877425944842,0.35456630199666556,"{'n_estimators': [100], 'max_depth': [10]}","['wav_detail_lvl5_std', 'mfcc_3', 'mfcc_5']",0.36217303822937624,0.38626609442060084,0.3409090909090909,0.3906635554912921,0.5508982035928144,0.5443786982248521,0.5575757575757576,0.5301919385065579,0.39197530864197533,0.41368078175895767,0.3724340175953079,0.3638124960239503,0.2482758620689655,0.1782178217821782,0.4090909090909091,0.13359721796486196
RF,0.36818783301408925,0.369079393883899,0.3887463343108504,0.41164453524004085,0.3400760308963948,"{'n_estimators': [100], 'max_depth': [10]}","['wav_detail_lvl5_std', 'mfcc_1', 'mfcc_std']",0.4043010752688172,0.46766169154228854,0.3560606060606061,0.4047836423820951,0.46920821114369504,0.45454545454545453,0.48484848484848486,0.4749668374339705,0.4047976011994003,0.41411042944785276,0.39589442815249265,0.3888133863154678,0.19444444444444445,0.14,0.3181818181818182,0.09174025745404568
RF,0.36683636393731395,0.3646481572469846,0.3894672531769306,0.41470888661899896,0.3332942225360696,"{'n_estimators': [100], 'max_depth': [10]}","['wav_detail_lvl5_std', 'mfcc_3', 'wav_detail_lvl4_std', 'mae', 'mfcc_5']",0.3605150214592275,0.4158415841584158,0.3181818181818182,0.37088762372966055,0.5451895043731778,0.5252808988764045,0.5666666666666667,0.5219024347851062,0.3644578313253012,0.3746130030959752,0.3548387096774194,0.34612670304043247,0.19718309859154928,0.14285714285714285,0.3181818181818182,0.09426012858907913
RF,0.36674687050404003,0.367299944059025,0.3854227761485826,0.4136874361593463,0.34450040307257135,"{'n_estimators': [100], 'max_depth': [10]}","['wav_detail_lvl5_std', 'mfcc_1']",0.401673640167364,0.4485981308411215,0.36363636363636365,0.39909300055682284,0.45288753799392095,0.45426829268292684,0.45151515151515154,0.4751391820926098,0.43555555555555553,0.44011976047904194,0.4310850439882698,0.40980651126708,0.17687074829931973,0.1262135922330097,0.29545454545454547,0.09396291837377298
RF,0.36529535486056824,0.3602992827126266,0.3968047409579668,0.3983656792645557,0.3370088597996809,"{'n_estimators': [100], 'max_depth': [10]}","['mfcc_3', 'mae', 'mfcc_5']",0.34439834024896265,0.38073394495412843,0.3143939393939394,0.36357328746238987,0.5171339563862928,0.532051282051282,0.503030303030303,0.5147277883335802,0.35964912280701755,0.358600583090379,0.36070381231671556,0.34899587281016964,0.24,0.16981132075471697,0.4090909090909091,0.1207384905925839
RF,0.36430180901473186,0.36165969318000984,0.3891006842619745,0.40960163432073543,0.34272563880180545,"{'n_estimators': [100], 'max_depth': [10]}","['mfcc_3', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std', 'mae', 'mfcc_5']",0.3340471092077088,0.3842364532019704,0.29545454545454547,0.361353223104686,0.5188536953242836,0.5165165165165165,0.5212121212121212,0.5238360783417538,0.39882697947214074,0.39882697947214074,0.39882697947214074,0.3581294465747098,0.2054794520547945,0.14705882352941177,0.3409090909090909,0.1275838071860723
RF,0.3626593696932478,0.35760332924526694,0.37952712609970674,0.4034729315628192,0.33389551262883377,"{'n_estimators': [100], 'max_depth': [10]}","['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mae', 'mfcc_5']",0.398422090729783,0.4156378600823045,0.38257575757575757,0.3777361813600019,0.4977238239757208,0.49848024316109424,0.49696969696969695,0.49448325806599813,0.35294117647058826,0.36335403726708076,0.34310850439882695,0.35789162328904756,0.20155038759689922,0.15294117647058825,0.29545454545454547,0.10547098780028719
RF,0.36241856928159233,0.3619503077431237,0.3933956500488759,0.4065372829417773,0.3530555700100787,"{'n_estimators': [100], 'max_depth': [10]}","['mfcc_3', 'wav_detail_lvl4_std', 'mfcc_5']",0.3469387755102041,0.37610619469026546,0.32196969696969696,0.3731411006348494,0.5353846153846153,0.54375,0.5272727272727272,0.5353217777141869,0.3802163833075734,0.4019607843137255,0.36070381231671556,0.36693551987475986,0.1871345029239766,0.12598425196850394,0.36363636363636365,0.13682388181651856
RF,0.3586422686290898,0.3532615111603896,0.37891006842619745,0.39427987742594484,0.32241370500339445,"{'n_estimators': [100], 'max_depth': [10]}","['mfcc_6', 'mfcc_3', 'rms_mean', 'mfcc_1', 'mfcc_5']",0.4098671726755218,0.41064638783269963,0.4090909090909091,0.35896871960301574,0.4588607594936709,0.48013245033112584,0.4393939393939394,0.46813991273594857,0.35843373493975905,0.3684210526315789,0.3489736070381232,0.3570579379934539,0.2074074074074074,0.15384615384615385,0.3181818181818182,0.10548824968115948
RF,0.3577719441485575,0.3540448229900617,0.37955156402737045,0.4014300306435138,0.32882976056206414,"{'n_estimators': [100], 'max_depth': [10]}","['wav_detail_lvl5_std', 'mfcc_3', 'wav_detail_lvl4_std', 'rms_mean', 'mfcc_5']",0.35095137420718814,0.39712918660287083,0.3143939393939394,0.3668311059779269,0.5294117647058824,0.5142857142857142,0.5454545454545454,0.5175617576297544,0.34782608695652173,0.3558282208588957,0.34017595307917886,0.3378311025361334,0.2028985507246377,0.14893617021276595,0.3181818181818182,0.0930950761044418
