Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
LR,0.3919686388991093,0.4101873507124822,0.4178030303030303,0.45045965270684374,0.34004636273480254,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_std']",0.36363636363636365,0.5454545454545454,0.2727272727272727,0.41304210114623485,0.5385656292286874,0.48655256723716384,0.603030303030303,0.44875812542235305,0.45588235294117646,0.45722713864306785,0.45454545454545453,0.4168068226445458,0.2097902097902098,0.15151515151515152,0.3409090909090909,0.08157840172607662
LR,0.3819755304971974,0.4044261965314597,0.41169354838709676,0.44433094994892747,0.33812930273107833,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_1']",0.3333333333333333,0.5333333333333333,0.24242424242424243,0.40465955866232667,0.5400271370420624,0.48894348894348894,0.603030303030303,0.450275727048647,0.45973645680819913,0.4590643274853801,0.4604105571847507,0.41693439949162275,0.19480519480519481,0.13636363636363635,0.3409090909090909,0.08064752572171703
LR,0.38181251316163967,0.3936779888169125,0.41143695014662757,0.4453524004085802,0.3604932679444452,{'C': [1.0]},"['mfcc_3', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.2982005141388175,0.464,0.2196969696969697,0.4149876791724111,0.5604249667994687,0.4988179669030733,0.6393939393939394,0.52119114257752,0.44640234948604995,0.4470588235294118,0.44574780058651026,0.4175231206597368,0.2222222222222222,0.16483516483516483,0.3409090909090909,0.08827112936811293
LR,0.38169679309046045,0.4036491928801331,0.4117179863147605,0.44433094994892747,0.3350406722087871,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'wav_detail_lvl3_std', 'mfcc_1', 'mfcc_std']",0.33246753246753247,0.5289256198347108,0.24242424242424243,0.4075175610536127,0.5412719891745602,0.4889975550122249,0.6060606060606061,0.43958678492538195,0.45949926362297494,0.46153846153846156,0.4574780058651026,0.41261993168867733,0.1935483870967742,0.13513513513513514,0.3409090909090909,0.08043841116747624
LR,0.38020425785073575,0.41407350793301506,0.400824780058651,0.449438202247191,0.3409286888579266,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mae', 'mfcc_5']",0.3485254691689008,0.5963302752293578,0.24621212121212122,0.4164733077660868,0.5435073627844712,0.486810551558753,0.6151515151515151,0.4321268697211412,0.45977011494252873,0.4507042253521127,0.46920821114369504,0.42559146540001447,0.16901408450704225,0.12244897959183673,0.2727272727272727,0.08952311254446368
LR,0.37775340333370994,0.4065742578819358,0.40494257086999025,0.44433094994892747,0.33531940401361016,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mae']",0.3013698630136986,0.5445544554455446,0.20833333333333334,0.40626607222972316,0.5411140583554377,0.4811320754716981,0.6181818181818182,0.4308114322799229,0.4595744680851064,0.44505494505494503,0.4750733137829912,0.4118860253144744,0.208955223880597,0.15555555555555556,0.3181818181818182,0.09231408623032013
LR,0.3776399282007457,0.3905321104418424,0.41110092864125125,0.4341164453524004,0.3444410494152783,{'C': [1.0]},"['mfcc_3', 'wav_detail_lvl3_std', 'mfcc_std']",0.3480392156862745,0.4930555555555556,0.2689393939393939,0.3817471601921637,0.5501955671447197,0.482837528604119,0.6393939393939394,0.5156875305762386,0.4031746031746032,0.43944636678200694,0.3724340175953079,0.399776732165368,0.20915032679738563,0.14678899082568808,0.36363636363636365,0.0805527747273429
LR,0.3765134700114452,0.3897946727363124,0.3764051808406647,0.45965270684371806,0.3492813961849766,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'mfcc_1', 'mfcc_std', 'mfcc_5']",0.4503311258278146,0.5396825396825397,0.38636363636363635,0.41394729634328276,0.5471956224350205,0.49875311720698257,0.6060606060606061,0.48709978269859977,0.44651162790697674,0.47368421052631576,0.4222873900293255,0.4197467623340321,0.06201550387596899,0.047058823529411764,0.09090909090909091,0.07633174336399193
LR,0.37633129444931124,0.40548263020192693,0.4046676441837732,0.4433094994892748,0.34742490822420397,{'C': [1.0]},"['mfcc_3', 'rms_mean']",0.30601092896174864,0.5490196078431373,0.21212121212121213,0.4094821694292463,0.5580182529335072,0.4897025171624714,0.6484848484848484,0.5116612832566824,0.43541364296081275,0.43103448275862066,0.4398826979472141,0.3788243484732003,0.20588235294117646,0.15217391304347827,0.3181818181818182,0.08973183173768688
LR,0.3762472015711144,0.40128977865224624,0.40345185728250244,0.44228804902962204,0.3329882259267461,{'C': [1.0]},"['mfcc_6', 'mfcc_3', 'rms_mean']",0.2981029810298103,0.5238095238095238,0.20833333333333334,0.4042274879540453,0.5398936170212766,0.48104265402843605,0.6151515151515151,0.4292896824443503,0.45803698435277385,0.4447513812154696,0.47214076246334313,0.4077922229870141,0.208955223880597,0.15555555555555556,0.3181818181818182,0.09064351032157449
