Algoritmo,F1_Macro_Global,F1_Dry,F1_Macro_Wet,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Heavy_F1,Heavy_Precision,Heavy_Recall,Heavy_PR_AUC,Light_F1,Light_Precision,Light_Recall,Light_PR_AUC,Moderate_F1,Moderate_Precision,Moderate_Recall,Moderate_PR_AUC,No Rain_F1,No Rain_Precision,No Rain_Recall,No Rain_PR_AUC,Violent_F1,Violent_Precision,Violent_Recall,Violent_PR_AUC
SGD,0.18582130971431032,0.6727605118829981,0.06408650917213836,0.1722064865210695,0.2441919191919192,0.4860335195530726,0.3119326843856729,"{'alpha': [0.001], 'penalty': ['l2']}",['psd_mean'],0.15508021390374332,0.2636363636363636,0.10984848484848485,0.3839166482257042,0.0,0.0,0.0,0.20623685182487017,0.0,0.0,0.0,0.22258095626803573,0.6727605118829981,0.5272206303724928,0.9292929292929293,0.689158267114931,0.10126582278481013,0.07017543859649122,0.18181818181818182,0.05777069849482319
